,global_coherence_prediction
5402,0.96575016
1352,0.9233491
7695,0.6129086
16238,0.00016857397
9312,0.5551023
10651,0.42921153
4956,0.7549358
16206,1.02515005e-05
9706,0.26705137
18684,9.3450464e-05
12176,0.51647
2292,0.76332384
18118,3.6269717e-05
9109,0.10511447
15326,0.0067432164
9387,0.6886007
14793,0.6969129
2448,0.16351186
8593,0.9191738
17644,0.00017763517
18664,2.9053279e-05
3153,0.22018898
9967,0.8020109
1149,0.2127645
6407,0.7223425
17829,0.00068518374
12596,0.49668774
3277,9.823195e-05
1336,0.9759226
2216,0.9645361
12184,0.1453202
15379,7.6575e-05
7454,0.6357136
3167,0.5369865
16794,0.30967447
2520,0.5724592
4349,0.7330634
9092,0.90680116
18230,2.3686913e-05
19005,0.0001502867
11288,0.7308746
5654,0.66947037
272,0.8251431
11923,0.99379855
10405,0.79597855
7371,0.7627315
1004,0.6888512
4621,0.13579445
17766,2.0450429e-05
18235,1.8750674e-05
13869,0.07567035
6864,0.6165194
3623,0.14068457
4001,0.9918413
18405,0.00055822876
8701,0.3752771
5037,0.14080882
9473,0.2122946
9111,0.9926675
3970,0.9441507
1532,0.8635203
2206,0.9920745
1040,0.78122693
12120,0.25359243
1060,0.98320985
7821,0.73462564
13818,0.005060092
12076,0.73462385
3674,0.7518717
1217,0.8498036
12254,0.9927105
18298,0.002529679
3102,0.9686452
4374,0.8371707
11342,0.2745172
4019,0.7119855
3343,0.007413192
18197,6.0512113e-05
15829,9.20636e-06
17531,0.00093388214
12198,0.68280643
5798,0.9809295
3300,0.77850723
15492,0.79542744
760,0.86800206
1825,0.5907845
7513,0.61643934
12484,0.8814042
12432,0.9907328
4736,0.73300993
16676,2.2559294e-05
286,0.040567253
11776,0.7785332
2037,0.6517573
17751,0.0016011695
2225,0.8633004
15746,2.6966396e-05
18266,6.576692e-05
2718,0.9795155
194,0.44856486
5232,0.5824105
18329,8.2028375e-05
13931,6.3550666e-05
4495,0.99629045
13844,0.6048759
1477,0.896701
16226,4.537943e-05
4537,0.43835387
3033,0.5899216
12571,0.1839625
6808,0.9895371
14145,7.4655974e-05
11392,0.44080782
13440,2.4307867e-05
8156,0.30954373
7156,0.50386256
18703,5.633868e-05
18044,0.26571986
12374,0.09248963
7950,0.55047435
17398,0.0001886006
17503,0.0013107917
2518,0.34411708
2464,0.20717357
9531,0.3077688
12734,0.82169324
9292,0.576122
6960,0.96343595
9412,0.13586003
19062,9.017736e-06
1228,0.66844076
5759,0.9833552
16281,0.0002949785
4376,0.24211265
11300,0.48037356
18318,9.883857e-05
4812,0.81225926
13989,5.1913783e-05
13891,0.00016022725
9447,0.64264125
11208,0.052637756
17922,3.1089785e-05
12786,0.09251255
3558,0.67009854
15263,0.008766337
10505,0.7731766
16181,0.00076873344
4152,0.2998304
12513,0.6249369
4577,0.28885037
15232,0.000132009
257,0.9749317
3512,0.38276824
10889,0.18023157
10943,0.31747413
16385,7.516272e-05
17374,2.2412449e-05
17198,5.8018857e-05
7620,0.82742375
6346,0.9246302
16120,0.0011685387
10849,0.2703733
13129,0.00028889166
6486,0.20373869
9575,0.09556267
4937,0.58329475
12328,0.5954786
12706,0.8219485
964,0.6728759
773,0.15099771
11722,0.23346922
10747,0.53978956
8888,0.75118583
1894,0.5593999
9455,0.121965595
18983,0.15050676
16228,0.00011427365
12197,0.3843418
17915,0.00799349
8860,0.48514012
7164,0.38191795
13610,0.0003755082
362,0.18312705
16558,3.588901e-05
15619,0.0017986282
1066,0.76218563
12535,0.5480558
14307,2.4324469e-05
7166,0.89656997
10318,0.40450776
15661,2.9564393e-05
2472,0.47122595
3111,0.6596286
12258,0.73899835
13719,6.9135414e-05
15113,3.4892735e-05
5433,0.05674307
10303,0.67217815
3383,0.35001898
18657,0.0004708291
620,0.011232777
7065,0.65330434
6400,0.079071514
14402,8.740842e-05
9174,0.70434713
10980,0.72934943
17184,0.0031421757
10743,0.9461031
6328,0.6861041
6440,0.25854024
14641,1.3443687e-05
16791,6.2958025e-05
6197,0.07468832
158,0.72602725
10220,0.8206812
6261,0.13026693
12566,0.38515964
5906,0.897796
9870,0.65392107
2623,0.8790723
9988,0.1311003
16408,1.1080922e-05
10151,0.4590194
4360,0.42299113
94,0.591974
17004,0.19958945
17683,0.0016934187
8103,0.22752583
6843,0.291486
6045,0.1266245
1829,0.95240337
17958,5.7907477e-05
2928,0.61999065
3679,0.3339764
15640,4.6095603e-05
18784,3.22056e-05
6983,0.34631717
14126,0.00042095908
1898,0.41977853
15525,1.0568878e-05
18590,2.9653507e-05
8819,0.2819206
1430,0.4492847
11665,0.1997138
5920,0.63176495
2969,0.79472166
17890,2.2072414e-05
15945,5.6789515e-05
336,0.7495951
2217,0.7265058
18650,0.0004791924
14490,0.0019274786
5408,0.8128051
6996,0.7738384
12257,0.6440077
13540,0.00043159467
4749,0.50839293
4344,0.5833322
1687,0.24159437
10339,0.45668444
1185,0.06373208
14536,0.624676
15495,0.73206085
3272,0.6530773
3942,0.43567404
178,0.4381384
9896,0.18253814
12075,0.8150787
13746,2.3869386e-05
5840,0.3334807
11150,0.7937822
7926,0.48236567
5348,0.4551692
5829,0.33234015
13832,0.00019797853
17976,7.0653754e-05
7386,0.74016
1699,0.9552369
17379,5.9225258e-05
11495,0.99315757
9876,0.58601606
3353,0.62649935
17761,2.0088579e-05
4177,0.9833778
11679,0.95363605
9080,0.44444624
2059,0.8003811
10382,0.58104384
13173,3.1744617e-05
8569,0.9862321
3402,0.87953544
16467,4.0208794e-05
2262,0.72852844
12310,0.580144
11144,0.7319715
8510,0.5892683
5490,0.74434865
10159,0.95718765
16810,0.44820967
14431,0.0063953227
6297,0.76551664
15767,0.0005345866
2772,0.69644827
5716,0.78123516
5533,0.9979528
4262,0.55942667
7155,0.8670077
19018,0.0004446859
3685,0.8310201
2714,0.73496705
3396,0.9300943
13859,0.0010596623
2097,0.8213051
5170,0.75686055
19041,6.9801645e-05
2953,0.65345985
4004,0.7322339
333,0.47684518
1065,0.0020603763
3925,0.39984563
456,0.56052643
18051,3.391523e-05
851,0.75857776
18887,0.0044412245
19016,2.1357026e-05
15576,0.00022975693
13868,1.2965714e-05
1284,0.35307044
15247,2.3389712e-05
16952,0.1225706
9723,0.97238195
10934,0.714252
16789,7.0458096e-05
726,0.27660638
11724,0.5058594
19220,0.00026100758
18985,0.5293939
681,0.8022206
3354,0.726069
1043,0.7533477
13535,3.5713492e-05
8763,0.6689802
13874,0.00072195416
6927,0.49421072
3658,0.6157448
3113,0.3904294
8133,0.83971566
9743,0.9668433
15807,1.6355589e-05
7180,0.65905535
12147,0.7931626
7776,0.9950028
17964,2.0611351e-05
14481,8.869931e-05
10445,0.7549178
13735,4.307521e-05
11133,0.55135936
3314,0.094301485
4304,0.13111259
3854,0.3031747
15476,9.335578e-05
17880,0.0001799463
2314,0.80632484
16530,3.4863966e-05
6193,0.19193809
5701,0.49798593
202,0.31867403
13262,0.02341834
3708,0.12456681
16229,2.1766786e-05
10493,0.16640387
11451,0.76927197
11412,0.44404116
2445,0.39130503
3741,0.73424625
866,0.5216605
17422,0.0462103
8972,0.17424415
13914,0.0046899193
10213,0.60806674
7029,0.96932596
12073,0.9617033
6082,0.375379
10474,0.33952975
11521,0.54547685
7090,0.5749455
7405,0.76538455
13203,0.0051414887
10248,0.5305427
13833,1.3136338e-05
5421,0.97701913
14771,2.6184947e-05
17460,7.710639e-05
6208,0.96991515
12079,0.99334043
17789,0.00088645075
1292,0.9732555
9558,0.9360817
18865,0.18276252
3898,0.24746135
15642,0.045579858
4184,0.60119253
7434,0.52707815
9727,0.5495037
17220,2.7555681e-05
2363,0.61609864
4769,0.80143523
7562,0.3572267
7001,0.21440001
11268,0.63249236
10000,0.10132054
18740,0.00094825396
16714,0.01405592
11266,0.5027297
10974,0.4265994
10468,0.65336806
3924,0.26822996
14496,0.44387594
17243,1.2482098e-05
676,0.6275263
13339,0.00032388978
9867,0.7301809
13372,0.009039485
10278,0.08128309
1824,0.74361044
6236,0.545199
3521,0.67769325
8211,0.8077286
2357,0.06709143
12832,0.6358957
3069,0.061931808
15974,0.00023369332
13999,6.927764e-05
2382,0.4647173
15700,6.487939e-05
3539,0.625279
8041,0.8989183
13423,0.00010862321
18958,5.4357024e-05
15400,0.00034009895
17670,4.2845175e-05
18630,0.0002669852
10831,0.8257948
5588,0.9681065
3330,0.8910515
2956,0.8163856
6145,0.639962
979,0.77252996
6545,0.73744136
3792,0.16084151
6754,0.59036845
7203,0.6206656
14709,1.2421963e-05
8191,0.4828664
14194,8.019041e-05
6887,0.7455843
16357,0.0023782086
10833,0.98407066
18260,0.001738544
15957,0.00014435178
15033,6.5748616e-05
3687,0.5618115
11374,0.6407231
2515,0.37150657
85,0.9187604
7552,0.6197022
14970,0.30479088
15028,8.059296e-05
13784,0.0006305613
5458,0.6145256
14491,0.34464952
11174,0.69745535
5404,0.55138236
18972,5.2258896e-05
7062,0.92411697
16487,0.070975274
8465,0.24980429
239,0.70680916
15996,0.00042803684
17123,2.6569809e-05
1359,0.79063404
669,0.3934649
12306,0.68220377
11693,0.48543838
8382,0.585997
9028,0.42819536
3870,0.8971162
12812,0.849009
18234,0.0016085033
12394,0.31000265
14675,1.4001335e-05
8632,0.6194071
13864,2.796797e-05
17575,2.541858e-05
6513,0.86366093
7779,0.53016883
6485,0.59807926
1370,0.70718926
7211,0.67943925
12897,0.6473385
1121,0.30496335
9037,0.8687836
555,0.93646425
2793,0.17349273
16923,0.7038354
1240,0.56819534
11538,0.98284906
3946,0.7658761
4162,0.5934028
12678,0.9921068
10458,0.5147295
16201,2.7732814e-05
7255,0.98331404
13218,0.050095122
2138,0.5122645
8782,0.98674935
1931,0.8541875
7277,0.1631502
3973,0.47356606
19088,1.4537987e-05
1029,0.63720244
4185,0.8731461
17697,7.536267e-05
4862,0.9587303
2572,0.18350911
5859,0.035612058
5014,0.6690389
7250,0.9925275
9838,0.16080658
17481,0.46006516
16887,4.2284737e-05
10227,0.23038462
1179,0.71651417
14036,4.8945923e-05
13416,3.7287664e-05
17626,0.00029657315
116,0.95746726
3053,0.25077915
13497,3.3883836e-05
15258,0.0779173
15864,0.005048668
9508,0.7877718
17462,0.008816875
1745,0.5916619
13105,0.57668644
8580,0.703281
2958,0.30402628
1174,0.6553256
6930,0.9910493
2071,0.11459151
1780,0.37519535
10808,0.68712354
9107,0.44235775
6627,0.5126029
14794,3.174413e-05
920,0.55904603
12462,0.61167586
9105,0.15174861
2254,0.4820611
402,0.31436747
11371,0.21952273
4802,0.34873804
5440,0.6105717
5574,0.7751978
5388,0.8845978
15684,0.0029243005
6902,0.59401435
3281,0.53328145
8687,0.5173288
1622,0.6170296
11917,0.9606336
13153,0.11822442
12000,0.78596413
4266,0.45660067
15079,3.653741e-05
17257,0.19691432
17996,5.271045e-05
11130,0.71865433
13097,0.00017198494
5988,0.71860164
10598,0.3152484
13791,0.2651187
13421,0.9352085
7439,0.625822
19171,0.0039809933
1684,0.75350815
12453,0.5731774
696,0.6738674
9768,0.53006434
7539,0.59818256
6872,0.72613126
3433,0.73698634
17133,5.151855e-05
15873,2.2455772e-05
2702,0.65324867
11534,0.12366351
189,0.007288963
15601,0.0019875492
8324,0.9000542
17989,2.8929806e-05
10513,0.0022737028
6972,0.9168189
10055,0.57609826
5392,0.64456314
887,0.97299194
9868,0.9237323
17641,0.018257309
11893,0.6892506
816,0.7336421
3308,0.9484348
3478,0.3864732
5883,0.8129868
6888,0.98319477
473,0.9447689
8505,0.019333858
3450,0.65343034
17611,9.531343e-05
5990,0.6981791
9366,0.77525914
4452,0.63555586
18162,8.6182736e-05
17716,6.7819615e-06
15667,3.2165393e-05
2740,0.5263526
17225,6.9980524e-05
16802,7.964483e-05
9956,0.26504952
10958,0.20417623
15756,0.0067952275
16177,7.848937e-05
1125,0.391494
3616,0.34591198
6426,0.6886143
16778,1.4910598e-05
15135,0.0007771345
6740,0.32133776
922,0.6811365
13534,0.0001890181
5154,0.01853247
10657,0.63263917
266,0.6308752
7344,0.64102113
8095,0.81685233
15586,0.5852445
3430,0.10888865
11461,0.65620303
4337,0.45994714
2663,0.824943
14544,0.15916355
3183,0.73831564
19193,9.5224765e-05
15016,0.059352797
14846,0.0005869447
11154,0.9913045
13061,2.3551966e-05
11594,0.06505827
15549,0.8681209
10272,0.511977
9523,0.43774188
13248,3.9650764e-05
4245,0.5172611
8716,0.9942813
4028,0.45627868
3692,0.19656764
2858,0.69116694
17884,0.004732659
13582,0.58562917
14890,0.29854113
10844,0.6290666
1045,0.82824206
15036,1.0994293e-05
6968,0.7345161
2141,0.73987734
4650,0.46244776
3073,0.9238198
13184,1.910968e-05
8159,0.7897482
9924,0.8289707
1776,0.65538836
8935,0.3896046
4451,0.4397106
18217,4.9658054e-05
5884,0.7278467
3877,0.5598852
17171,0.00036010225
1718,0.24630377
17134,0.00014727257
255,0.2638139
3503,0.8997239
4384,0.43709406
3101,0.8609688
2129,0.21630056
13825,0.002460253
18954,2.0968115e-05
18876,2.9300052e-05
19029,3.475545e-05
235,0.2367157
8522,0.8364535
6282,0.66185224
16514,0.0073244106
86,0.19087021
9175,0.5514869
12872,0.4521542
11646,0.7607387
10398,0.98599446
15565,0.00012457732
16170,0.032625355
5160,0.72475624
10197,0.6619171
16234,3.135397e-05
3751,0.0004294798
12901,0.43063155
2630,0.38434505
16855,0.000118994525
8061,0.0821164
18880,1.8816756e-05
12659,0.36547083
12843,0.14995332
10679,0.10680765
12011,0.988062
18393,8.276701e-06
12697,0.9356634
4813,0.288324
8469,0.3767323
18974,0.0030544258
5075,0.35417113
15794,0.001663766
14209,0.007211177
1135,0.50431645
5194,0.79911065
13438,0.00028779887
4490,0.70046693
6801,0.52237946
2191,0.98363644
2320,0.8060144
15372,3.9360708e-05
18038,0.0026013153
7002,0.34918997
14292,0.3111769
3258,0.44894004
12475,0.75029504
2604,0.4040736
3046,0.7379546
9052,0.5147472
2077,0.8963286
5483,0.6159107
1680,0.2955049
11315,0.9114949
2146,0.59826666
13659,6.435997e-05
437,0.6031802
10316,0.71738577
2536,0.48179457
17704,0.0020492715
17786,2.7618084e-05
15909,1.6264115e-05
9481,0.62216705
11802,0.91427404
14838,1.8352412e-05
3365,0.8154746
17485,0.00011742738
18310,3.227158e-05
2437,0.7457942
98,0.34031284
7097,0.29495206
11284,0.7087867
2492,0.1125663
8490,0.3968495
10602,0.4910919
2804,0.64940053
13211,0.000117173266
16189,0.040208526
9840,0.5378825
5575,0.8039587
12458,0.5459247
18258,0.00012673668
10093,0.98351663
12235,0.82540584
11458,0.5044437
12496,0.50694394
7278,0.30379674
14715,3.6093916e-05
14317,7.2624185e-05
18144,0.0022034424
5093,0.35182443
8401,0.034403272
2524,0.6621027
15903,1.1990296e-05
18852,2.1916736e-05
2670,0.74213874
7237,0.7315052
16423,0.00016631195
14443,0.70263535
4277,0.51724005
17130,0.3377431
17665,0.00075938436
15649,0.0004978241
17071,0.23643188
5394,0.34301496
14883,0.20655985
7361,0.66893935
7363,0.45177332
14659,3.671033e-05
18566,9.902659e-05
442,0.028774012
9821,0.80461353
12270,0.5956235
2756,0.6071156
6357,0.866528
1458,0.5201776
15002,0.121104315
17826,6.7017245e-05
6290,0.5454775
9566,0.9511165
14073,7.07806e-05
3481,0.54231405
8491,0.16084151
9604,0.68371415
1808,0.4481452
14561,4.7893234e-05
9680,0.8317604
4761,0.8899907
12891,0.895613
9467,0.23746912
11018,0.54011875
18767,0.027752934
3044,0.61217356
12422,0.9552038
8528,0.52135235
4141,0.94195664
7534,0.72579545
2763,0.15819266
434,0.5147794
3121,0.59773487
5370,0.4540522
6955,0.7996384
7465,0.90105546
3831,0.53493017
230,0.8672272
11548,0.22773565
15248,0.0011140152
12868,0.67617464
10464,0.9156225
8090,0.14644149
14205,3.6077094e-05
14505,0.26481733
4880,0.5752373
17615,0.0014950822
11845,0.62256
7995,0.30296665
3581,0.012816724
11314,0.6950101
7385,0.7757664
9729,0.67395616
7246,0.8769407
3556,0.71538466
15944,2.8028311e-05
16651,0.021053892
7795,0.5778822
358,0.551544
6129,0.90053123
15805,5.01193e-05
6686,0.49680206
12532,0.7148607
12722,0.81502855
8249,0.9919978
8550,0.9356918
3011,0.7326867
4588,0.766418
19191,4.6071564e-05
16562,0.0003751252
2867,0.98392075
18172,0.10293979
245,0.85262257
11211,0.858881
18048,0.000131327
986,0.38343364
4903,0.2263533
285,0.9835939
475,0.9739915
12922,0.88313293
15941,1.9594418e-05
7079,0.34425196
6898,0.8882162
862,0.32341376
17099,0.09049707
6984,0.4527396
6591,0.77624214
16051,0.00031914457
1151,0.4859035
267,0.22514927
3078,0.6672015
4094,0.55035365
745,0.727972
18499,2.2097644e-05
15128,0.004776788
13069,0.5757762
13419,3.8746068e-05
11941,0.7410642
3881,0.80729073
2104,0.67554003
16159,0.00018435092
12062,0.3179022
14361,3.3759465e-05
4209,0.8203951
17104,0.70662
14179,0.10616511
10060,0.80855995
17848,0.015598109
7775,0.7379467
1001,0.53478503
7545,0.7126817
15027,5.8312784e-05
10678,0.34431702
12990,0.97528696
5801,0.70731837
7751,0.7039802
14349,4.169853e-05
2305,0.6521316
8670,0.0031135147
16564,0.23745786
5717,0.44020325
7143,0.3230948
18700,0.0017044968
14362,0.014324987
17020,6.7426154e-05
15556,0.087906696
805,0.64925337
2626,0.2983399
14757,3.3283985e-05
7369,0.39781278
10600,0.50559247
14802,4.4356002e-05
17121,0.0002234368
5663,0.9645341
4674,0.49765134
14880,1.5462594e-05
8680,0.43699425
6027,0.61044896
2650,0.49095705
2158,0.912549
8675,0.56891924
18830,2.5958592e-05
18564,7.389619e-05
18563,4.4976263e-05
14271,0.00012681948
3945,0.67297924
9245,0.68607974
18106,0.0022536863
13518,1.8152463e-05
8142,0.13256441
858,0.89463377
11816,0.54909116
3131,0.40809453
7234,0.6291264
17997,6.491293e-05
12851,0.9904727
15346,1.0855341e-05
4105,0.7452537
8054,0.9345138
540,0.3752407
14740,4.98583e-05
17329,0.00011448873
6326,0.19506678
3420,0.31818947
61,0.8184272
5098,0.37362847
17038,5.0291896e-05
8788,0.51493746
4786,0.87694365
10389,0.058522705
13428,3.1631957e-05
16538,0.00012511459
19058,0.001393998
12354,0.8910988
12045,0.22256376
7178,0.616317
13922,2.914719e-05
18017,0.557051
19021,1.1456873e-05
18732,3.7010454e-05
6166,0.5881577
18437,1.130069e-05
8230,0.45417845
3826,0.09932948
12461,0.66186184
15430,0.0049833762
4570,0.38401717
2912,0.52478844
14930,0.19887894
12295,0.6772849
9101,0.58672214
11616,0.9285452
4065,0.17501846
5273,0.68845105
13008,5.1412742e-05
4902,0.7693178
8057,0.7108499
18064,0.0007275722
658,0.19448881
10720,0.5363108
1312,0.54638684
18706,0.03948684
18282,0.00056224054
11655,0.121572085
3422,0.76457846
10869,0.90712816
12698,0.7864833
18771,1.2631135e-05
18399,0.00017623726
12463,0.9888088
2742,0.67435426
16319,0.23175307
14530,0.28151166
45,0.13991842
4430,0.8157394
672,0.6015824
10345,0.40089172
15870,4.283627e-05
20,0.84866595
3468,0.81823695
12182,0.64161193
12745,0.47908264
3798,0.39696038
6183,0.86554396
10403,0.3536688
13799,4.1881096e-05
15237,5.741217e-05
16353,0.0011883389
4841,0.6489321
12866,0.05320599
13006,1.6817263e-05
6011,0.049319923
2688,0.25406745
7238,0.44783026
16677,2.6341757e-05
9237,0.34318057
16752,0.0006174219
12967,0.7166086
5806,0.97590035
9670,0.5403657
3346,0.65767276
13736,0.19795762
12417,0.3647649
1475,0.61986905
2675,0.7370341
5735,0.35746798
2333,0.42511138
17365,0.0005130151
7290,0.5638526
2502,0.63941646
3357,0.6585006
13063,6.9511436e-05
18438,0.97862965
7855,0.72901535
7249,0.9338925
7799,0.770448
3710,0.76891404
16643,0.00039452995
13768,0.00010182628
24,0.1869186
11513,0.36427286
1130,0.99854565
1118,0.6291836
17170,0.5141544
13181,4.334201e-05
16685,7.643223e-05
18770,0.00118085
18404,0.013878702
5401,0.47315347
14399,0.46098506
948,0.6328698
7208,0.6604921
13642,0.0007217364
13375,1.3728787e-05
11624,0.7398883
16278,2.071733e-05
7038,0.5137864
1571,0.9188785
18834,0.005633923
17259,0.0054158797
8589,0.5728664
2861,0.39006063
7993,0.54603136
4958,0.08669234
12488,0.28941888
962,0.43074667
8642,0.48044762
11572,0.7328223
16184,5.396717e-05
17043,0.34949642
704,0.4974213
16841,0.002370271
2870,0.23301119
4963,0.9721948
16799,4.5418303e-05
11703,0.49480632
16524,0.00014334814
3777,0.7249793
10575,0.77327466
6285,0.31928533
2044,0.5288837
8461,0.9758664
7184,0.067303546
17427,0.0010051148
15045,8.572206e-06
11755,0.6251301
7883,0.31384802
3484,0.82179767
762,0.98003346
14359,0.13958663
6244,0.98742175
14027,0.00010186793
6070,0.37282047
9656,0.95549786
13273,0.00044331077
14191,0.00050750934
15259,0.0033377886
3284,0.37450266
1614,0.7493578
8239,0.73611474
9774,0.6654842
10354,0.4391369
18544,6.817499e-05
1112,0.20509839
10860,0.3357327
17669,0.010740314
18964,0.00015638566
14394,0.0001891847
12951,0.841763
1698,0.7288403
13200,0.5100857
3034,0.99362224
12578,0.5681233
16427,6.6317414e-05
1250,0.8519441
13045,0.42326134
18752,9.617456e-05
6073,0.4273902
16632,1.9399024e-05
455,0.45794943
10112,0.18405439
17968,0.39595032
17668,0.0025759377
17338,0.0020488785
10983,0.9770632
13238,5.2029707e-05
16633,4.4637378e-05
6321,0.6611874
6161,0.78127474
6905,0.24704033
12826,0.77440643
18735,1.4902565e-05
6777,0.653791
10015,0.49903497
3804,0.84684825
17870,0.11076895
5555,0.7706892
16212,9.010519e-05
7492,0.8971289
6268,0.772235
15674,0.0003670937
11178,0.6978808
3861,0.62075216
17807,0.00012616008
3795,0.031838093
8235,0.9647105
5764,0.28089324
16380,0.00025913896
9720,0.74773055
3516,0.96312106
5070,0.16406041
10129,0.67887133
12864,0.5295797
4828,0.27320948
3567,0.7464309
6087,0.91116214
14634,0.00019933074
16886,0.00075737515
13411,0.0027308227
10683,0.492935
14011,0.20980993
1023,0.3297182
3062,0.6510731
16869,3.7358353e-05
8149,0.30322245
10219,0.7879913
5119,0.7330333
9156,0.7095729
5164,0.6476312
2606,0.47541055
5403,0.6986156
5571,0.92481375
8062,0.9915079
3378,0.7410456
2438,0.5497498
2859,0.12379372
8649,0.87842846
9719,0.6346186
15522,2.5481731e-05
16414,0.0001819855
13647,0.07340904
13046,0.2185255
8804,0.049244937
17953,3.066986e-05
1003,0.43038842
15477,1.8112796e-05
7679,0.108552024
10879,0.6200187
10289,0.93099713
4359,0.73132074
4437,0.75451654
4523,0.758625
3971,0.76413596
2597,0.95348364
8322,0.5693389
5339,0.11801295
1481,0.8122677
9236,0.9178551
2293,0.21226493
13984,0.59772384
10364,0.72480154
1081,0.6431971
8685,0.8386394
660,0.7900656
6784,0.6735179
17189,7.307428e-05
13441,0.00011357318
18226,0.0001287051
18904,0.744204
13930,4.9752955e-05
14803,9.270251e-06
1237,0.26284447
8714,0.25101668
16431,2.8663862e-05
5157,0.9310993
2587,0.44434878
13120,9.201021e-05
5771,0.65205157
1723,0.002250943
15358,0.009406815
18614,3.343857e-05
7606,0.25287542
3780,0.8580762
4114,0.68588454
13065,5.5780674e-05
11922,0.37967652
8987,0.6057534
12326,0.69534445
2562,0.98350483
12236,0.7926259
3160,0.3103639
11910,0.7779022
3350,0.83812267
8915,0.9477106
7138,0.71813834
9267,0.7413644
8596,0.98367625
14571,0.0024519407
4196,0.97787297
16976,2.721965e-05
921,0.00014763238
18274,1.599678e-05
291,0.51005304
10736,0.6698222
1760,0.74162245
4753,0.7651016
8591,0.7808915
18400,0.25007424
9280,0.76409906
5198,0.6230588
2829,0.69781077
7831,0.2558646
15386,2.7179964e-05
14087,9.314872e-06
13909,9.4633026e-05
1957,0.58339065
13785,7.975784e-05
5734,0.54052067
1176,0.6434905
5017,0.8403585
14300,0.00092970027
18239,7.075192e-05
869,0.9776423
998,0.22605027
16438,1.4049499e-05
2386,0.904097
12726,0.7726427
3309,0.00023411417
1542,0.24857542
12043,0.7269029
6631,0.80507964
17181,0.001986558
2096,0.7087619
17521,3.6605805e-05
5576,0.7195245
7863,0.6558087
19115,0.00019198225
7379,0.74808955
12443,0.8073527
9136,0.77307945
3398,0.7187845
10872,0.92414516
13404,0.000106811654
9259,0.7647786
2108,0.56600475
11206,0.674302
466,0.73930365
11966,0.085411415
6702,0.08627785
2291,0.002469372
4150,0.6025022
3694,0.27125433
1886,0.18179661
6334,0.5737144
10101,0.34193844
7328,0.1922719
12441,0.58435875
8091,0.5516627
3455,0.17498672
14134,4.7012516e-05
6622,0.8599954
17070,0.0064542983
19144,0.00010456641
9407,0.9500397
9555,0.91915214
5693,0.19359691
1414,0.43013632
4215,0.5906551
18198,0.40456718
15297,6.4888234e-05
15414,3.9923187e-05
9673,0.98346287
5007,0.5633766
6544,0.97401065
16622,0.00060439337
2073,0.6424545
10018,0.337941
14005,0.0001585609
14717,0.00079825445
14597,0.3806049
7310,0.39628115
2690,0.5080931
768,0.324078
9726,0.33337307
6578,0.66905046
10979,0.67313534
12747,0.99471974
8488,0.37729228
7880,0.43542388
6670,0.74165046
12489,0.38290706
12145,0.06074605
1661,0.4988102
10671,0.7724689
1902,0.8729088
16263,1.740477e-05
11800,0.6882693
15451,1.6869677e-05
11882,0.5405133
10065,0.6613856
9663,0.9889916
14552,0.356439
15099,5.1815012e-05
12510,0.5831964
9274,0.6690956
13363,0.0012019789
7838,0.34966838
7527,0.12703827
7355,0.5695344
17817,9.984402e-05
11290,0.3530477
17560,1.7823299e-05
17809,3.9286235e-05
9444,0.19418006
4693,0.3439966
4287,0.097029574
1246,0.9334806
4755,0.8508367
10040,0.08563484
15947,9.407366e-05
16561,8.4626445e-05
18622,0.12866552
18555,0.00039386327
499,0.41699764
17646,1.8866223e-05
9518,0.9636343
3211,0.9025358
5580,0.6334159
14095,0.000109694614
13254,5.3604897e-05
15470,0.011591591
7324,0.09056292
16973,0.008389838
13923,2.836045e-05
16444,1.1157803e-05
13198,5.135609e-05
220,0.1439127
3372,0.3078537
19091,0.29611906
8917,0.8493707
12338,0.75933456
7000,0.56408656
12209,0.19829269
2322,0.37160698
2609,0.98336965
15152,0.81999165
4236,0.39442378
3482,0.37184706
13439,0.6461429
12925,0.61656016
9250,0.7755135
7531,0.33595195
4247,0.37009344
6728,0.1942265
10917,0.784056
16058,1.7284421e-05
5790,0.12530877
14115,2.129908e-05
1235,0.43139443
6971,0.9872602
3344,0.2823055
5057,0.60773003
11809,0.8801409
340,0.7829899
5922,0.14534578
7903,0.7624314
8381,0.69925785
15839,0.000282456
13693,0.00074425765
14067,0.00013040596
4795,0.8299695
4240,0.22005242
10203,0.7205278
6136,0.8087285
11082,0.10267179
11366,0.7683444
2009,0.7421747
3566,0.4182083
14587,0.00037580632
13358,0.0049319486
2192,0.9412192
5695,0.5767499
10268,0.58197534
15465,0.24366534
7052,0.98926324
17771,0.0066373926
3706,0.8461656
5151,0.1834642
8945,0.7090124
14018,1.7975615e-05
15440,0.00017562076
15292,9.35878e-05
15716,0.001826222
7426,0.83520436
6287,0.77970964
2651,0.9281883
6688,5.590166e-05
6830,0.8006884
6928,0.42444274
17943,0.0005103299
18905,2.4369654e-05
5811,0.66436493
7563,0.96519333
17908,0.42957696
8468,0.5350845
14649,7.15119e-05
15489,0.0040163733
10321,0.99748755
977,0.7732492
6459,0.27261275
2469,0.7642034
9885,0.79040444
14325,0.001667352
889,0.8765965
1015,0.9751501
9137,0.7460641
258,0.68485826
4462,0.7886842
10338,0.7997509
17621,0.0071094255
15279,0.00057280477
11022,0.43576506
6859,0.30584803
18081,0.21334875
11462,0.5809054
10085,0.7887435
